accession,amplicon_PCR_primer_scheme,collected_by,geo_loc_name,collection_date,ww_population,ww_surv_target_1_conc,geo_loc_country,geo_loc_region,site_id
SRR27541090,,MO DHSS,USA: Missouri,2023-12-26,12000.0,-1.0,USA,Missouri,USA_MO_857ba4a7
SRR27541067,,MO DHSS,USA: Missouri,2023-12-26,35300.0,-1.0,USA,Missouri,USA_MO_fecf7bf0
SRR27541161,,MO DHSS,USA: Missouri,2023-12-26,1730.0,-1.0,USA,Missouri,USA_MO_60249f59
SRR27464161,artic-v5.3.2_400,,USA: Minnesota,2023-12-26,120000.0,364135.5397053222,USA,Minnesota,USA_MN_c3e866fa
SRR27541079,,MO DHSS,USA: Missouri,2023-12-26,306647.0,-1.0,USA,Missouri,USA_MO_a6760f1e
SRR27541163,,MO DHSS,USA: Missouri,2023-12-26,11883.0,-1.0,USA,Missouri,USA_MO_e5ea2ce2
SRR27471262,artic-v5.3.2_400,,USA: Alabama,2023-12-26,18000.0,267056.1874244344,USA,Alabama,USA_AL_f744e8d5
SRR27464180,artic-v5.3.2_400,,USA: California,2023-12-26,250000.0,182470.07483778967,USA,California,USA_CA_16d5068f
SRR27464300,artic-v5.3.2_400,,USA: Pennsylvania,2023-12-26,220000.0,379338.09459327726,USA,Pennsylvania,USA_PA_11e5c69b
SRR27456818,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-26,789000.0,1246000.0,USA,Washington,USA_WA_1edcb04f
SRR27464191,artic-v5.3.2_400,,USA: California,2023-12-26,73000.0,-1.0,USA,California,USA_CA_3b5436dc
SRR27471255,artic-v5.3.2_400,,USA: Maine,2023-12-26,3000.0,3089.088214588235,USA,Maine,USA_ME_7e000019
SRR27541152,,MO DHSS,USA: Missouri,2023-12-26,60000.0,-1.0,USA,Missouri,USA_MO_5c88f455
SRR27541108,,MO DHSS,USA: Missouri,2023-12-26,174537.0,-1.0,USA,Missouri,USA_MO_65dcf6e2
SRR27471260,artic-v5.3.2_400,,USA: New Hampshire,2023-12-26,6000.0,56381.2823160181,USA,New Hampshire,USA_NH_16fd23eb
SRR27464199,artic-v5.3.2_400,,USA: Ohio,2023-12-26,174000.0,452717.88855013286,USA,Ohio,USA_OH_20d6ac17
SRR27666882,,MO DHSS,USA: Missouri,2023-12-26,360000.0,-1.0,USA,Missouri,USA_MO_48c24b13
SRR27464236,artic-v5.3.2_400,,USA: California,2023-12-26,1480000.0,376803.01396377216,USA,California,USA_CA_df940599
SRR27471194,artic-v5.3.2_400,,USA: Tennessee,2023-12-26,43750.0,23298.964036199097,USA,Tennessee,USA_TN_860ae481
SRR27541071,,MO DHSS,USA: Missouri,2023-12-26,27000.0,-1.0,USA,Missouri,USA_MO_b400f601
SRR27541155,,MO DHSS,USA: Missouri,2023-12-26,115895.0,-1.0,USA,Missouri,USA_MO_e5657304
SRR27681560,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-25,220000.0,4.096,USA,Oregon,USA_OR_c84c259d
SRR27541064,,MO DHSS,USA: Missouri,2023-12-25,61250.0,-1.0,USA,Missouri,USA_MO_74641a28
SRR27681539,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-25,300000.0,4.664,USA,Oregon,USA_OR_7b6f9ef4
SRR27681541,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-25,40000.0,4.078,USA,Oregon,USA_OR_b22393f8
SRR27681533,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-25,133708.0,5.173,USA,Oregon,USA_OR_1a2ac800
SRR27391723,artic-v5.3.2_400,,USA: California,2023-12-25,200000.0,337337.3490702865,USA,California,USA_CA_c038c303
SRR27681571,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-25,235155.0,4.119,USA,Oregon,USA_OR_023bacce
SRR27681573,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-25,8925.0,4.269,USA,Oregon,USA_OR_edd83d7b
SRR27391721,artic-v5.3.2_400,,USA: Maine,2023-12-25,20000.0,28762.466059245857,USA,Maine,USA_ME_4b27c3a4
SRR27391732,artic-v5.3.2_400,,USA: Florida,2023-12-25,3000.0,130655.82293574662,USA,Florida,USA_FL_d4701464
SRR27464162,artic-v5.3.2_400,,USA: Nevada,2023-12-25,990000.0,242467.7248855615,USA,Nevada,USA_NV_dcb390dc
SRR27464242,artic-v5.3.2_400,,USA: Massachusetts,2023-12-25,2400000.0,858222.6000042397,USA,Massachusetts,USA_MA_a197954e
SRR27464221,artic-v5.3.2_400,,USA: California,2023-12-25,1500000.0,330791.18582749047,USA,California,USA_CA_16a553f8
SRR27391724,artic-v5.3.2_400,,USA: Florida,2023-12-25,207000.0,150310.7645055807,USA,Florida,USA_FL_365c8475
SRR27681538,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-25,40000.0,4.36,USA,Oregon,USA_OR_b22393f8
SRR27391725,artic-v5.3.2_400,,USA: Iowa,2023-12-25,75000.0,129042.57520120668,USA,Iowa,USA_IA_7423e404
SRR27391726,artic-v5.3.2_400,,USA: Maryland,2023-12-25,90000.0,279065.67828174966,USA,Maryland,USA_MD_4ba3d1f0
SRR27541082,,MO DHSS,USA: Missouri,2023-12-25,17000.0,-1.0,USA,Missouri,USA_MO_90f1c146
SRR27464168,artic-v5.3.2_400,,USA: Utah,2023-12-25,600000.0,451147.463543052,USA,Utah,USA_UT_4a8266f7
SRR27464222,artic-v5.3.2_400,,USA: California,2023-12-25,1500000.0,330791.18582749047,USA,California,USA_CA_16a553f8
SRR27464197,artic-v5.3.2_400,,USA: Alabama,2023-12-25,225000.0,934395.8855812778,USA,Alabama,USA_AL_7367afd4
SRR27464294,artic-v5.3.2_400,,USA: Maryland,2023-12-25,90000.0,3211807.2278806474,USA,Maryland,USA_MD_4ba3d1f0
SRR27464301,artic-v5.3.2_400,,USA: California,2023-12-25,97000.0,-1.0,USA,California,USA_CA_9c1a4413
SRR27391719,artic-v5.3.2_400,,USA: Nevada,2023-12-25,2000000.0,198285.982585822,USA,Nevada,USA_NV_fdbd6739
SRR27391737,artic-v5.3.2_400,,USA: Oklahoma,2023-12-25,50350.0,100783.89761544496,USA,Oklahoma,USA_OK_64ebf8f5
SRR27464302,artic-v5.3.2_400,,USA: Indiana,2023-12-24,130000.0,1457190.9965594772,USA,Indiana,USA_IN_6205135f
SRR27541102,,MO DHSS,USA: Missouri,2023-12-24,8000.0,-1.0,USA,Missouri,USA_MO_7780ff23
SRR27391716,artic-v5.3.2_400,,USA: Connecticut,2023-12-24,45878.0,18738.508187269985,USA,Connecticut,USA_CT_417f0d5f
SRR27464293,artic-v5.3.2_400,,USA: Florida,2023-12-24,212065.0,197829.51124573324,USA,Florida,USA_FL_c9f417d3
SRR27464160,artic-v5.3.2_400,,USA: Michigan,2023-12-24,125000.0,130130.26234600622,USA,Michigan,USA_MI_10536916
SRR27407635,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-22,24180.0,8723000.0,USA,Washington,USA_WA_dc140915
SRR27407630,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-22,120000.0,16610000.0,USA,Washington,USA_WA_1f389f45
SRR27464175,artic-v5.3.2_400,,USA: California,2023-12-22,750000.0,328181.3866565236,USA,California,USA_CA_c9a26767
SRR27407631,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-22,73000.0,10570000.0,USA,Washington,USA_WA_ba77002c
SRR27407632,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-22,295855.0,1914000.0,USA,Washington,USA_WA_2b3d5330
SRR27407633,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-22,35812.0,10110000.0,USA,Washington,USA_WA_3f60ae72
SRR27464287,artic-v5.3.2_400,,USA: California,2023-12-22,130000.0,-1.0,USA,California,USA_CA_1e702cb4
SRR27407634,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-22,1928.0,1773000.0,USA,Washington,USA_WA_31daf590
SRR27464174,artic-v5.3.2_400,,USA: California,2023-12-22,750000.0,328181.3866565236,USA,California,USA_CA_c9a26767
SRR27407629,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-22,225000.0,10110000.0,USA,Washington,USA_WA_68c3efae
SRR27464291,artic-v5.3.2_400,,USA: California,2023-12-22,73000.0,-1.0,USA,California,USA_CA_3b5436dc
SRR27464306,artic-v5.3.2_400,,USA: Idaho,2023-12-22,186901.0,232623.8427844344,USA,Idaho,USA_ID_6f2baa42
SRR27464286,artic-v5.3.2_400,,USA: California,2023-12-22,97000.0,-1.0,USA,California,USA_CA_9c1a4413
SRR27464169,artic-v5.3.2_400,,USA: Utah,2023-12-22,600000.0,363920.2576685423,USA,Utah,USA_UT_4a8266f7
SRR27464259,artic-v5.3.2_400,,USA: Texas,2023-12-22,200000.0,84204.48770539503,USA,Texas,USA_TX_a591252d
SRR27464172,artic-v5.3.2_400,,USA: California,2023-12-22,250000.0,331281.4797349339,USA,California,USA_CA_16d5068f
SRR27464173,artic-v5.3.2_400,,USA: California,2023-12-22,250000.0,331281.4797349339,USA,California,USA_CA_16d5068f
SRR27407636,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,20000.0,8632000.0,USA,Washington,USA_WA_1228d815
SRR27464177,artic-v5.3.2_400,,USA: California,2023-12-21,1500000.0,992387.8499673988,USA,California,USA_CA_16a553f8
SRR27407637,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,37650.0,19600000.0,USA,Washington,USA_WA_f62619bf
SRR27407627,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,35550.0,11920000.0,USA,Washington,USA_WA_173f6678
SRR27407626,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,117072.0,6900000.0,USA,Washington,USA_WA_52a98d82
SRR27385234,artic-v5.3.2_400,,USA: California,2023-12-21,75000.0,326808.186360181,USA,California,USA_CA_7c7119c0
SRR27385238,artic-v5.3.2_400,,USA: Virginia,2023-12-21,33458.0,25747.764384193066,USA,Virginia,USA_VA_7ee6762c
SRR27407639,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,43300.0,16850000.0,USA,Washington,USA_WA_ae83b994
SRR27385233,artic-v5.3.2_400,,USA: Maine,2023-12-21,8700.0,4476.32897546908,USA,Maine,USA_ME_452c7496
SRR27407638,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,17000.0,5030000.0,USA,Washington,USA_WA_be2735c2
SRR27391738,artic-v5.3.2_400,,USA: Virginia,2023-12-21,60000.0,249054.41725007544,USA,Virginia,USA_VA_443d7e6c
SRR27541091,,MO DHSS,USA: Missouri,2023-12-21,4895.0,-1.0,USA,Missouri,USA_MO_5c5b3153
SRR27407621,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,2323.0,1580000.0,USA,Washington,USA_WA_7d1521d4
SRR27464176,artic-v5.3.2_400,,USA: California,2023-12-21,1500000.0,992387.8499673988,USA,California,USA_CA_16a553f8
SRR27464245,artic-v5.3.2_400,,USA: Georgia,2023-12-21,294660.0,351871.5845,USA,Georgia,USA_GA_0891489c
SRR27464217,artic-v5.3.2_400,,USA: Illinois,2023-12-21,86000.0,489815.5672637379,USA,Illinois,USA_IL_5ba02380
SRR27385236,artic-v5.3.2_400,,USA: Maine,2023-12-21,3000.0,113852.80626895928,USA,Maine,USA_ME_7e000019
SRR27385237,artic-v5.3.2_400,,USA: Arkansas,2023-12-21,19000.0,36402.64410473605,USA,Arkansas,USA_AR_01a15087
SRR27407622,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,35600.0,2631000.0,USA,Washington,USA_WA_ac4929c1
SRR27464241,artic-v5.3.2_400,,USA: Kansas,2023-12-21,90000.0,12974.039247058823,USA,Kansas,USA_KS_c427474e
SRR27464215,artic-v5.3.2_400,,USA: New Jersey,2023-12-21,1500000.0,371180.4090125404,USA,New Jersey,USA_NJ_9cb1a774
SRR27464166,artic-v5.3.2_400,,USA: Maine,2023-12-21,65000.0,498470.6894687656,USA,Maine,USA_ME_ec383c0d
SRR27407625,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,21761.0,1196000.0,USA,Washington,USA_WA_05d36093
SRR27385232,artic-v5.3.2_400,,USA: Maine,2023-12-21,3000.0,7603.571605791854,USA,Maine,USA_ME_7e000019
SRR27681562,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-21,37725.0,4.119,USA,Oregon,USA_OR_eaa97b09
SRR27681551,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-21,26298.0,4.767,USA,Oregon,USA_OR_136878a9
SRR27541055,,MO DHSS,USA: Missouri,2023-12-21,15000.0,-1.0,USA,Missouri,USA_MO_05ac7c85
SRR27407624,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-21,162100.0,10550000.0,USA,Washington,USA_WA_d4decee9
SRR27385231,artic-v5.3.2_400,,USA: Pennsylvania,2023-12-21,13000.0,9436.678333176473,USA,Pennsylvania,USA_PA_f7aa3d6d
SRR27385239,artic-v5.3.2_400,,USA: California,2023-12-20,60000.0,65205.2989560181,USA,California,USA_CA_e0ff5b69
SRR27446595,,MO DHSS,USA: Missouri,2023-12-20,8082.0,-1.0,USA,Missouri,USA_MO_8b1d2cd9
SRR27681574,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-20,7800.0,4.349,USA,Oregon,USA_OR_6924893d
SRR27681546,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-20,8865.0,4.664,USA,Oregon,USA_OR_47f39507
SRR27681548,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-20,21105.0,4.746,USA,Oregon,USA_OR_cf0704f9
SRR27407640,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-20,119790.0,9683000.0,USA,Washington,USA_WA_1c354b9b
SRR27407623,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-20,81140.0,12070000.0,USA,Washington,USA_WA_481f98ea
SRR27464210,artic-v5.3.2_400,,USA: Michigan,2023-12-20,125000.0,398436.4078068112,USA,Michigan,USA_MI_10536916
SRR27681565,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-20,30000.0,4.201,USA,Oregon,USA_OR_3069618d
SRR27464244,artic-v5.3.2_400,,USA: Texas,2023-12-20,120000.0,201482.3891858824,USA,Texas,USA_TX_8d09e47f
SRR27681575,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-20,14206.0,4.39,USA,Oregon,USA_OR_7342a172
SRR27681572,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-20,58856.0,4.124,USA,Oregon,USA_OR_ad2cab25
SRR27464200,artic-v5.3.2_400,,USA: California,2023-12-20,1480000.0,196513.0579263428,USA,California,USA_CA_df940599
SRR27464248,artic-v5.3.2_400,,USA: Alaska,2023-12-20,220000.0,221613.7584655972,USA,Alaska,USA_AK_a90507ee
SRR27464255,artic-v5.3.2_400,,USA: Massachusetts,2023-12-20,2400000.0,450578.1830254269,USA,Massachusetts,USA_MA_a197954e
SRR27464282,artic-v5.3.2_400,,USA: California,2023-12-20,60000.0,-1.0,USA,California,USA_CA_e0ff5b69
SRR27464226,artic-v5.3.2_400,,USA: California,2023-12-20,73000.0,-1.0,USA,California,USA_CA_3b5436dc
SRR27464243,artic-v5.3.2_400,,USA: Pennsylvania,2023-12-20,220000.0,90544.75105882352,USA,Pennsylvania,USA_PA_11e5c69b
SRR27464254,artic-v5.3.2_400,,USA: Ohio,2023-12-20,174000.0,354394.0666952812,USA,Ohio,USA_OH_20d6ac17
SRR27464247,artic-v5.3.2_400,,USA: Maryland,2023-12-20,90000.0,202071.90531764703,USA,Maryland,USA_MD_4ba3d1f0
SRR27446592,,MO DHSS,USA: Missouri,2023-12-20,450.0,-1.0,USA,Missouri,USA_MO_74834e3d
SRR27464220,artic-v5.3.2_400,,USA: California,2023-12-20,130000.0,-1.0,USA,California,USA_CA_1e702cb4
SRR27464224,artic-v5.3.2_400,,USA: California,2023-12-20,97000.0,-1.0,USA,California,USA_CA_9c1a4413
SRR27464253,artic-v5.3.2_400,,USA: Texas,2023-12-20,200000.0,44030.23784244496,USA,Texas,USA_TX_a591252d
SRR27446604,,MO DHSS,USA: Missouri,2023-12-20,27000.0,-1.0,USA,Missouri,USA_MO_b400f601
SRR27446598,,MO DHSS,USA: Missouri,2023-12-20,11500.0,-1.0,USA,Missouri,USA_MO_fb94f38a
SRR27464208,artic-v5.3.2_400,,USA: Florida,2023-12-20,776150.0,28951.177508331504,USA,Florida,USA_FL_4ecac463
SRR27446588,,MO DHSS,USA: Missouri,2023-12-20,7001.0,-1.0,USA,Missouri,USA_MO_1a2e9563
SRR27407628,QIAseq Direct SARS-CoV-2 primer panel,Washington State Department of Health,USA: Washington,2023-12-20,35550.0,6473000.0,USA,Washington,USA_WA_173f6678
SRR27464252,artic-v5.3.2_400,,USA: Nebraska,2023-12-20,240000.0,210772.31884941176,USA,Nebraska,USA_NE_f37dc082
SRR27464216,artic-v5.3.2_400,,USA: New Jersey,2023-12-20,1500000.0,232642.74416768088,USA,New Jersey,USA_NJ_9cb1a774
SRR27464239,artic-v5.3.2_400,,USA: District of Columbia,2023-12-20,2000000.0,345046.10959188646,USA,District of Columbia,USA_DC_a644bd06
SRR27464178,artic-v5.3.2_400,,USA: California,2023-12-20,1480000.0,196513.0579263428,USA,California,USA_CA_df940599
SRR27446577,,MO DHSS,USA: Missouri,2023-12-20,3282.0,-1.0,USA,Missouri,USA_MO_7c835a3f
SRR27464207,artic-v5.3.2_400,,USA: Idaho,2023-12-20,186901.0,459121.0092827887,USA,Idaho,USA_ID_6f2baa42
SRR27464203,artic-v5.3.2_400,,USA: California,2023-12-20,750000.0,355425.3305027452,USA,California,USA_CA_c9a26767
SRR27464202,artic-v5.3.2_400,,USA: California,2023-12-20,250000.0,254805.61812620325,USA,California,USA_CA_16d5068f
SRR27464250,artic-v5.3.2_400,,USA: Nevada,2023-12-20,990000.0,162338.28764781784,USA,Nevada,USA_NV_dcb390dc
SRR27464165,artic-v5.3.2_400,,USA: Hawaii,2023-12-20,390000.0,168319.30528252854,USA,Hawaii,USA_HI_aad4511e
SRR27464213,artic-v5.3.2_400,,USA: Kentucky,2023-12-20,423913.0,52857.37571343809,USA,Kentucky,USA_KY_f4bb6442
SRR27464167,artic-v5.3.2_400,,USA: Georgia,2023-12-20,73821.0,676369.2472888888,USA,Georgia,USA_GA_e7971d30
SRR27385235,artic-v5.3.2_400,,USA: Maine,2023-12-20,8500.0,99783.78571607843,USA,Maine,USA_ME_33e6f31c
SRR27464204,artic-v5.3.2_400,,USA: Minnesota,2023-12-20,120000.0,324342.84199081233,USA,Minnesota,USA_MN_c3e866fa
SRR27446590,,MO DHSS,USA: Missouri,2023-12-20,10500.0,-1.0,USA,Missouri,USA_MO_a0a814c0
SRR27391736,artic-v5.3.2_400,,USA: California,2023-12-20,91980.0,263319.8959710408,USA,California,USA_CA_e3648d51
SRR27464206,artic-v5.3.2_400,,USA: Alabama,2023-12-20,225000.0,393030.0214688628,USA,Alabama,USA_AL_7367afd4
SRR27446558,,MO DHSS,USA: Missouri,2023-12-20,2100.0,-1.0,USA,Missouri,USA_MO_945560dd
SRR27464256,artic-v5.3.2_400,,USA: Utah,2023-12-20,600000.0,503592.5166903685,USA,Utah,USA_UT_4a8266f7
SRR27464201,artic-v5.3.2_400,,USA: California,2023-12-20,250000.0,254805.61812620325,USA,California,USA_CA_16d5068f
SRR27464205,artic-v5.3.2_400,,USA: Kansas,2023-12-20,90000.0,331710.37032349926,USA,Kansas,USA_KS_c427474e
SRR27681567,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-19,1393.0,4.448,USA,Oregon,USA_OR_410592fd
SRR27446581,,MO DHSS,USA: Missouri,2023-12-19,60000.0,-1.0,USA,Missouri,USA_MO_5c88f455
SRR27681566,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-19,229000.0,4.605,USA,Oregon,USA_OR_5e91e58e
SRR27340839,artic-v5.3.2_400,,USA: California,2023-12-19,59488.0,34436.99808796381,USA,California,USA_CA_896a8fe4
SRR27446603,,MO DHSS,USA: Missouri,2023-12-19,174537.0,-1.0,USA,Missouri,USA_MO_65dcf6e2
SRR27446580,,MO DHSS,USA: Missouri,2023-12-19,41153.0,-1.0,USA,Missouri,USA_MO_9de3d8e0
SRR27446535,,MO DHSS,USA: Missouri,2023-12-19,1730.0,-1.0,USA,Missouri,USA_MO_60249f59
SRR27464164,artic-v5.3.2_400,,USA: California,2023-12-19,1500000.0,679091.4277847311,USA,California,USA_CA_16a553f8
SRR27446578,,MO DHSS,USA: Missouri,2023-12-19,10730.0,-1.0,USA,Missouri,USA_MO_0e558413
SRR27446575,,MO DHSS,USA: Missouri,2023-12-19,43200.0,-1.0,USA,Missouri,USA_MO_d3b7e137
SRR27681553,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-19,16555.0,4.069,USA,Oregon,USA_OR_0b90be34
SRR27446601,,MO DHSS,USA: Missouri,2023-12-19,10559.0,-1.0,USA,Missouri,USA_MO_0d76934c
SRR27464209,artic-v5.3.2_400,,USA: Georgia,2023-12-19,73821.0,505656.9110158928,USA,Georgia,USA_GA_e7971d30
SRR27681569,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-19,92850.0,4.288,USA,Oregon,USA_OR_22832f33
SRR27340843,artic-v5.3.2_400,,USA: California,2023-12-19,200000.0,388881.4801592761,USA,California,USA_CA_c038c303
SRR27464211,artic-v5.3.2_400,,USA: Georgia,2023-12-19,294660.0,163754.8297788236,USA,Georgia,USA_GA_0891489c
SRR27446564,,MO DHSS,USA: Missouri,2023-12-19,76759.0,-1.0,USA,Missouri,USA_MO_d56c57a6
SRR27446587,,MO DHSS,USA: Missouri,2023-12-19,35300.0,-1.0,USA,Missouri,USA_MO_fecf7bf0
SRR27446607,,MO DHSS,USA: Missouri,2023-12-19,7500.0,-1.0,USA,Missouri,USA_MO_dd0e8350
SRR27446608,,MO DHSS,USA: Missouri,2023-12-19,12000.0,-1.0,USA,Missouri,USA_MO_857ba4a7
SRR27446591,,MO DHSS,USA: Missouri,2023-12-19,2976.0,-1.0,USA,Missouri,USA_MO_e582f9a2
SRR27446555,,MO DHSS,USA: Missouri,2023-12-19,2200.0,-1.0,USA,Missouri,USA_MO_66b8e5ec
SRR27446550,,MO DHSS,USA: Missouri,2023-12-19,9000.0,-1.0,USA,Missouri,USA_MO_c3faf80f
SRR27446570,,MO DHSS,USA: Missouri,2023-12-19,17000.0,-1.0,USA,Missouri,USA_MO_90f1c146
SRR27446579,,MO DHSS,USA: Missouri,2023-12-19,15906.0,-1.0,USA,Missouri,USA_MO_e8f33fd0
SRR27446584,,MO DHSS,USA: Missouri,2023-12-19,6155.0,-1.0,USA,Missouri,USA_MO_3563a8ef
SRR27446606,,MO DHSS,USA: Missouri,2023-12-19,66738.0,-1.0,USA,Missouri,USA_MO_c7d39291
SRR27446576,,MO DHSS,USA: Missouri,2023-12-19,490000.0,-1.0,USA,Missouri,USA_MO_6c596a04
SRR27446565,,MO DHSS,USA: Missouri,2023-12-19,61250.0,-1.0,USA,Missouri,USA_MO_74641a28
SRR27464240,artic-v5.3.2_400,,USA: Pennsylvania,2023-12-19,220000.0,78275.56127256552,USA,Pennsylvania,USA_PA_11e5c69b
SRR27681552,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2023-12-19,17500.0,4.543,USA,Oregon,USA_OR_5d32d627
